"hmid","moment","concepts","agency","social","age","country","gender","married","parenthood","reflection","duration"
30026,"Enjoying quality time with my daughter to watch her interact with others made me realize I did a good job raising her.","family","yes","yes","42","USA","f","married","y","24h","half_a_day"
30046,"when i married my husband,it is the happiest moment in my life.","romance","yes","yes","32","ARM","f","married","y","24h","all_day_im_still_feeling_it"
30047,"When i had a great weekend trip with my friends","vacation","yes","yes","25.0","IND","m","married","y","24h","all_day_im_still_feeling_it"
30052,"My favorite team won the match comprehensively.","entertainment","yes","no","23","IND","m","single","n","24h","half_a_day"
30073,"My girlfriend and I played video games and went out to dinner and a movie last weekend.","entertainment","yes","yes","20","USA","m","single","n","24h","half_a_day"
30074,"I called my mother long distance and she told me she was coming to visit and stay with me for a month, I haven't seen her in a year.","family|conversation","no","yes","49","USA","f","married","y","24h","all_day_im_still_feeling_it"
30077,"past month i went a vocation from my office.all of our office colleges are attended the vocation.we all went by a bus.we played games and danced in the bus.it was interesting and very happiest moment in my life.we all enjoyed lot.","entertainment|party","yes","yes","31","IND","f","married","y","24h","at_least_one_hour"
30079,"past month i went a vocation from my office.all of our office colleges are attended the vocation.we all went by a bus.we played games and danced in the bus.it was interesting and very happiest moment in my life.we all enjoyed lot.","entertainment|party","yes","yes","31","IND","f","married","y","24h","at_least_one_hour"
30086,"When my 4 year old son wiped my tears consoling me after I had an arguement with my spouse","family","yes","yes","38","IND","m","married","y","24h","all_day_im_still_feeling_it"
30089,"My happiest moment when everyday my mom kiss me on my head.","family","yes","yes","26","IND","f","single","n","24h","all_day_im_still_feeling_it"
30090,"My happiest moment when everyday my mom kiss me on my head.","family","yes","yes","22","IND","f","single","n","24h","all_day_im_still_feeling_it"
30091,"My happiest moment when everyday my mom kiss me on my head.","family","yes","yes","24","IND","f","single","n","24h","all_day_im_still_feeling_it"
30093,"My happiest moment when everyday my mom kiss me on my head.","family","yes","yes","31","IND","f","married","y","24h","all_day_im_still_feeling_it"
30101,"Buying new phone from my earned money.","shopping|technology","yes","no","19.0","IND","m","single","n","24h","at_least_one_hour"
30106,"Lying the bed listening to the rain outside Listening to old songs and being able to remember all the lyrics","weather|entertainment","yes","no","29","IND","f","married","y","24h","a_few_moment"
30115,"The idea of starting a business","career","no","no","19","USA","m","married","n","24h","all_day_im_still_feeling_it"
30122,"The general manager came into my job and told me what a great job I had been doing.","career","no","yes","30","USA","m","single","n","24h","all_day_im_still_feeling_it"
30129,"I celebrated my father's birthday first time at last month and i gave a surprised party that makes my father to be very happy that moment is my happiest moment on last month.","party","yes","yes","22","IND","f","single","n","24h","half_a_day"
30131,"I received my IRS TAX REFUND","career","no","no","32","USA","m","married","y","24h","all_day_im_still_feeling_it"
30135,"I bought a new car","shopping","yes","no","61","USA","f","married","y","24h","all_day_im_still_feeling_it"
30142,"I got golden employee award certificate in my office for my performance.","career","no","no","37","IND","m","married","y","24h","all_day_im_still_feeling_it"
30145,"I met with my nephews and we played cricket.","entertainment","yes","yes","32","PAK","m","married","y","24h","half_a_day"
30148,"My father gifted me the latest bike last week which i was eagerly wanted, very happy.","family","yes","yes","30","IND","m","single","n","24h","all_day_im_still_feeling_it"
30153,"I went to karaoke with my friend, I was really bad at singing but I still had a good time because its a lot of fun singing to your favorite songs.","party|entertainment","yes","yes","21","USA","m","single","n","24h","at_least_one_hour"
30162,"My son saying he loves me","family","no","yes","20","USA","f","single","y","24h","all_day_im_still_feeling_it"
30188,"I adapted healthier eatings habits over the past month.","food","yes","no","36","USA","f","married","y","24h","all_day_im_still_feeling_it"
30203,"I was quite happy when I took a long weekend trip to the country with my partner.","vacation|romance","yes","yes","50","USA","f","single","n","24h","all_day_im_still_feeling_it"
30213,"It made me happy to find out that we are getting raises this year at work.","career","no","no","33","USA","f","married","n","24h","all_day_im_still_feeling_it"
30252,"I had a lovely time cooking a new meal with my partner.","food","yes","yes","33","USA","m","single","n","24h","at_least_one_hour"
30261,"My dog makes me happy everyday.","animals","no","no","48","USA","f","divorced","y","24h","all_day_im_still_feeling_it"
30263,"I made cookies with my grandson.","food","yes","yes","59","USA","m","married","y","24h","half_a_day"
30272,"A patient I have been treating for infertility for nearly a year emailed me last Saturday to tell me she is pregnant!","family","no","yes","38","USA","f","married","n","24h","all_day_im_still_feeling_it"
30273,"This past month, I celebrated my 31st birthday and had a wonderful party to celebrate with friends and family.","party|family","yes","yes","31","USA","f","married","y","24h","all_day_im_still_feeling_it"
30274,"My wife finally got a job that utilizes her degree.","career|family","no","yes","35","USA","m","married","n","24h","all_day_im_still_feeling_it"
30289,"I was very happy when my  husband and I had an entire day to ourselves to go explore downtown Dallas one Saturday.","family|romance","yes","yes","29","USA","f","married","n","24h","all_day_im_still_feeling_it"
30300,"I got to go to my son's cub scout meeting for the first time tonight.","family","yes","yes","43","USA","m","married","y","24h","all_day_im_still_feeling_it"
30301,"i was given a worthy increment in my salary for which i have been demanding for long.","career","yes","no","43","IND","m","married","y","24h","all_day_im_still_feeling_it"
30317,"Yesterday March 28th when I participated in a company competition and for the first time in 5 years I won a trip for 4 people to Miami","vacation","yes","no","38","VEN","m","married","y","24h","half_a_day"
30327,"It made me happy when I got on the scale and lost 6 pounds.","exercise","yes","no","37","USA","f","married","y","24h","all_day_im_still_feeling_it"
30332,"I was happy to see some friends while they were on vacation.","vacation","yes","no","31","USA","m","married","y","24h","all_day_im_still_feeling_it"
30340,"After many meetings, phones calls, and emails, I finally got my son accepted to an amazing private school for children with Autism!","education","no","yes","35","USA","f","single","y","24h","all_day_im_still_feeling_it"
30346,"Three weeks ago, I received my Certified Public Accountant license.","education|career","yes","no","26","USA","m","single","n","24h","all_day_im_still_feeling_it"
30351,"I was accepted for an Amazon Mechanical Turk survey that pays $50.","career","yes","no","62","USA","f","married","n","24h","all_day_im_still_feeling_it"
30356,"My son played his guitar with the band at church.","family|religion","no","yes","54.0","USA","f","married","y","24h","all_day_im_still_feeling_it"
30363,"I have been attending archery classes and it gives me utter happiness.","education","yes","no","36","USA","f","married","y","24h","all_day_im_still_feeling_it"
30371,"What made me happy was, going to the Saint Patrickas Day parade with my family and then the after party at the friendly sons of shillelagh.","family|party","yes","yes","45","USA","f","single","n","24h","all_day_im_still_feeling_it"
30375,"I got a new personal record in an Olympic weightlifting movement.","exercise","yes","no","32.0","USA","f","single","n","24h","at_least_one_hour"
30378,"It made me happy to receive a call from my brother, who is in another country that I had not heard in a long time, told me that he is very well and that I am going to be uncle.","family|conversation","no","yes","33","VEN","m","married","n","24h","all_day_im_still_feeling_it"
30403,"I started a romantic relationship with my best friend.","romance","yes","yes","27.0","USA","m","single","n","24h",NA
30430,"Recently I stood up for myself and addressed a work situation involving a co-worker who was passive-aggressive towards me for some time.","career","yes","yes","27","USA","m","single","n","24h","all_day_im_still_feeling_it"
30432,"One of my students hugged me at the end of a lesson and said ""When I grow up, I want to be you!""","education","yes","yes","35","USA","f","married","n","24h","all_day_im_still_feeling_it"
30460,"The day in tamilnadu, when all my students get gathered in a place in my city, and fought against all over the world, its truly exciting and proud moment in my life, am still very happy about the protesters, also till my death.","education","no","yes","26","IND","m","married","y","24h","all_day_im_still_feeling_it"
30462,"We got a new house and a car.","shopping","yes","no","44","USA","m","married","y","24h","all_day_im_still_feeling_it"
30483,"I hit a production goal at work.","career","yes","no","27","USA","m","single","n","24h","all_day_im_still_feeling_it"
